0	1	-16.8083	41.7835	
0	2	-7.7281	43.7771	
0	3	-9.6614	21.0911	
0	4	-7.6909	19.5498	
0	5	-11.0709	20.6565	
0	6	-10.287	20.8947	
0	7	-8.332	18.8994	
0	8	2.3932	10.7632	
0	9	3.2351	11.0956	
0	10	-2.9469	14.2109	
1	11	-9.2505	22.2369	
1	1	-16.8083	41.7835	
1	2	-7.703202	43.836994	
1	3	-9.6614	21.0911	
1	4	-7.616607	19.420213	
1	5	-10.956111	20.538212	
1	6	-10.261203	20.773712	
1	7	-8.325101	18.79571	
1	8	2.447495	10.639912	
1	9	3.220002	11.021107	
1	10	-2.802314	14.100911	
2	12	-15.6088	48.7466	
2	11	-9.2505	22.2369	
2	2	-7.678332	43.896822	
2	4	-7.594916	19.280069	
2	5	-10.87952	20.349511	
2	6	-10.153898	20.616945	
2	7	-8.273213	18.651256	
2	8	2.464432	10.515856	
2	9	3.290734	10.906983	
2	10	-2.684534	13.911663	
3	4	-7.475808	19.159016	
3	5	-10.832392	20.261679	
3	6	-10.11916	20.479862	
3	7	-8.159656	18.499501	
3	8	2.519482	10.377087	
3	9	3.350225	10.791068	
3	10	-2.527825	13.714344	
4	4	-7.376926	19.067948	
4	5	-10.767163	20.095085	
4	6	-10.08999	20.321418	
4	7	-8.122792	18.36618	
4	8	2.581485	10.265511	
4	9	3.374589	10.686721	
4	10	-2.382934	13.668151	
5	4	-7.29841	18.943882	
5	5	-10.722291	19.972656	
5	6	-10.000106	20.173929	
5	7	-8.040668	18.242727	
5	8	2.6714	10.140236	
5	9	3.441875	10.558802	
5	10	-2.271577	13.60721	
6	4	-7.185177	18.823919	
6	5	-10.647578	19.80883	
6	6	-9.905208	20.066336	
6	7	-7.956698	18.147189	
6	8	2.725656	10.062672	
6	9	3.508346	10.443845	
6	10	-2.138458	13.504439	
7	4	-7.11171	18.665905	
7	5	-10.554358	19.692348	
7	6	-9.825511	19.921544	
7	7	-7.868007	18.033075	
7	8	2.822466	9.943347	
7	9	3.565388	10.361107	
7	10	-2.004462	13.409372	
8	4	-7.011876	18.530841	
8	5	-10.518449	19.537147	
8	6	-9.774712	19.810271	
